Type-Activité;Activité;Nom de l'établissement;Adresse de l'établissement;Code postal;Commune;Code insee;Latitude;Longitude;localisation;Adresse mail;Tél;Site Web;Complément_1;Complément_2
Patrimoine culturel;Architecture;Chambre de commerce et d'industrie de Nantes et de Saint-Nazaire, quai Ernest-Renaud;;44000;NANTES;44109;47.206030567000134;-1.574825700058972;47.206030567000134, -1.574825700058972;;;;1er quart 18e siècle;"Sous l'Ancien Régime, les Salorges abritent le grenier à sel. Le sel arrive par la Loire depuis la baie de Bourgneuf et la presqu'île de Guérande et sert à conserver le bœuf, la morue ou le hareng, alimentation principal des marins. Sur un plan de 1711, le bâtiment appartient au sieur de la Chapelle, propriétaire de la Hallée (actuel domaine des Oblates). En 1778, l´édifice est rehaussé d'un niveau et prend le nom de ""nouveaux greniers à sel des fermes générales"". Avec l'abolition de la gabelle à la Révolution, les greniers perdent leurs fonctions et sont convertis en prison.En 1806, la Chambre de Commerce, nouvellement créée en 1802 par Danyel de Kervégan avec des armateurs, négociants, commerçants, entrepreneurs et notables nantais, obtient la concession d'un entrepôt dans les anciennes Salorges. En 1821, des bureaux sont officiellement installés. L'implantation de la voie ferrée sur les quais, au milieu du XIXe siècle, incite la Chambre de Commerce à acquérir de nombreux terrains et entrepôts sur les quais. Dans les années 1850, elle fait construire un vaste entrepôt, à l'est des Salorges, de l´autre côté de la rue Bisson avec dix magasins organisés autour d'une cour et des logements pour les employés.En 1943, les bombardements des Alliés détruisent en partie les bâtiments. Celui situé entre la rue des Salorges et la rue Bisson est rasé et remplacé par des immeubles de logements. Le second bâtiment, abritant la Chambre de commerce, est reconstruit en 1959. Cette « masse de béton sans ouverture aux proportions lourdes et ingrates » est réhabilité et habillé en 1987 par les architectes, Philippe Rondeau et Marc Ginisty. Le nouveau Centre des Salorges est inauguré par Jacques Chirac. Il abrite désormais le CACI (Centre Atlantique de Commerce International affilié à la World Trade Center Association), un centre de perfectionnement linguistique, un centre de formation permanente, un centre de documentation économique, un centre d'informations sur les entreprises, les bureaux du Port Autonome, la division des Douanes, la Direction Régionale du Commerce Extérieur, une banque, un restaurant, une agence de voyage, les bureaux d'une compagnie aérienne ainsi que diverses sociétés de conseils et d'études."
Activités culturelles;Salles de Spectacles;CHAPITEAU MADAME SUZIE - MADAME SUZIE PRODUCTION;11 rue Olivettes;44000;NANTES;44109;47.21204849;-1.5499825999999999;47.21204849, -1.5499825999999999;0;02.40.48.63.32;#N/A;;
Patrimoine culturel;Architecture;Château de l'Abbaye, Lycée, 38 bis rue de l' Abbaye, Nantes;;44000;NANTES;44109;47.200520758974555;-1.5958700709927576;47.200520758974555, -1.5958700709927576;;;;1er quart 18e siècle;"XIIIe-XVIIIe siècles : un prieuréAu XIIIe siècle, un prieuré de bénédictins de l'abbaye de Sainte-Melaine de Rennes s'établit à l'emplacement du château. Ces religieux assurent le ministère à l'église Saint-Martin du bourg. Au XVe siècle, ils quittent le prieuré s'installer dans un près de l'église manoir (peut-être l'actuel presbytère). 1715-1923 : un châteauJusqu'au début du XVIIIe siècle, plusieurs propriétaires se succèdent. En 1715, la famille de Goyon fait construire ce château imposant, d'où l'on peut ""voir les bateaux passer depuis les salles des étages"" ; il est le lieu de nombreuses réceptions où festoient des personnages illustres comme Napoléon III et l'impératrice Eugénie. Le château subit une première restauration en 1855. En 1923, la famille Langlois, assurer la remise en état du château, le vend à la congrégation des Frères de Ploërmel.Depuis 1923 : une écoleEn 1925, de grands travaux sont entrepris sous la direction de Jean-Baptiste Legeay, frère Clair-Marie, premier directeur du pensionnat. Résistant pendant la Seconde Guerre mondiale, il est exécuté par les allemands en 1943. Le pensionnat Notre-Dame de l'Abbaye ferme et rouvre à la rentrée 1945. Une statue de Notre-Dame de Toutes Aides est offerte par les anciens élèves à la congrégation en 1958, célébrant ainsi le centenaire des apparitions de Lourdes. Des travaux de restauration de rénovation et d'agrandissement ont lieu entre 1982 et 1994. L'établissement d'enseignement catholique accueille des élèves de collège ainsi que des classes de seconde générale et technologique. Quelques frères de la communauté de Ploërmel y vivent encore."
Activités culturelles;Château;CHATEAU DES DUCS DE BRETAGNE;4 place Marc Elder;44000;NANTES;44109;47.2165813;-1.5503201999999998;47.2165813, -1.5503201999999998;contact@chateau-nantes.fr;0811 46 46 44;#N/A;;
Patrimoine culturel;Site et monument historiques;CHÂTEAU DES DUCS DE BRETAGNE - COUR DU CHÂTEAU;4 Place Marc Elder;44000;NANTES;44109;47.2161732;-1.5493331;47.2161732, -1.5493331;;;http://www.chateaunantes.fr;;
Patrimoine culturel;Site et monument historiques;CHÂTEAU DES DUCS DE BRETAGNE - MUSÉE D'HISTOIRE DE NANTES;;44000;NANTES;44109;47.2161732;-1.5493331;47.2161732, -1.5493331;;;http://www.chateaunantes.fr;;
Patrimoine culturel;Architecture;Cinéma Olympic, 30 boulevard de la Liberté;;44000;NANTES;44109;47.199658465094906;-1.5888023513583567;47.199658465094906, -1.5888023513583567;;;;2e quart 20e siècle;"Sur le cadastre napoléonien de 1837, la parcelle sur laquelle est construit l'Olympic est une importante pièce d'eau, ayant servi à une tannerie à proximité. En mai 1926, les architectes Léon Drouillard et Louis Vachez dressent les plans d'une nouvelle salle de cinéma qui ouvre en octobre 1927. Elle est construite par les entrepreneurs Baudon et Angers. La jauge est alors de 800 places assises avec strapontins. En 1929, Emile Bernard rachète la salle et fait construire un balcon de 170 places. Sur la vingtaine de cinémas que compte la ville de Nantes à l'époque, l'Olympic devient la troisième salle en nombre de places. La salle sert aussi pour les réunions de la SFIO, très active à Chantenay. En 1943, Emile Bernard revend la salle à un nouvel exploitant qui maintient l'activité jusqu'à la fin de la guerre. En 1951, le cinéma change à nouveau de propriétaire ; il est entièrement rénové durant l'été 1952. En 1954, le film ""La tunique"" de Henry Koster est projeté en cinémascope à Chantenay, bien avant L'Apollo, rival de la rue Racine. L'Olympic vit son heure de gloire et occupe une place importante dans la vie culturelle du quartier. C'est dans cette salle que Jacques Demy voit son premier film ; il fréquente assidûment cette salle obscure et noue un tel lien qu'il y projette en avant-première son premier long-métrage ""Lola"" en 1961. Le cinéma de la place Jean Macé entame un lent déclin à la fin des années 1960. A la suite de la fermeture d'établissements industriels comme la Raffinerie chantenaysienne ou la Conserverie Amieux, la population ouvrière déserte l'Olympic qui baisse son rideau en 1968. En 1970, la salle est transformée en supérette par son nouveau propriétaire. Plusieurs enseignes se succèdent : UNA, puis Unico et Timy ; mais l'activité ferme en 1984. En 1987, Catherine Le Moullec et son Théâtre de la petite Ortie adaptent ""Oh les beaux jours"", une pièce de Samuel Beckett. Deux acteurs associatifs Marc Guihéneuf et Jean Autret investissent à leur tour la salle en y organisant des concerts. L'Olympic devient ""Le Magestic"". La Ville de Nantes décide de racheter le lieu en 1990 et conforte la fonction de salle dédiée aux musiques actuelles en la mettant à disposition des structures qui programment des concerts. En 1993, un dernier concert a lieu avant une campagne de rénovation par les architectes anglaises Sandra Douglas et Elena Massuco, repérées pour leur intervention sur le ""Dry Bar"" à Manchester. Le graphiste Olivier Vaughan collabore également à ce projet. La direction de l'Olympic est confiée à Eric Boistard et rouvre ses portes en 1995. Rapidement la salle devient l'une des scènes de musiques actuelles les plus reconnues en France. L'activité de salle de concert cesse en 2011 et est transférée sur l'ile de Nantes à Stereolux. Aujourd'hui, la salle de l'Olympic est devenue un lieu de répétitions théâtrales."
Patrimoine culturel;Architecture;Cité HMB de l'Hermitage, square Commore-Guiné;;44000;NANTES;44109;47.20280685109766;-1.5767166977171578;47.20280685109766, -1.5767166977171578;;;;2e quart 20e siècle;"À la fin du XIXe siècle, le quartier de l'Hermitage étant considéré comme l'un des quartiers les plus insalubres de Nantes, la municipalité lance avec l'Office public d'habitation à bon marché de Nantes, créé en 1913, un programme de construction de logements collectifs bon marché. En 1931, les architectes Gérard Guénault et Gabriel Guchet proposent un premier projet de trois barres d'immeubles parallèles à la Loire, accueillant dans un des bâtiments des logements dits améliorés et dans les deux autres des logements dits ordinaires. Ce projet n'est pas retenu car il ne correspond pas aux attentes de la Ville qui souhaite ""créer un quartier neuf dont l'aspect s'harmonise avec le site."" (exposé de M. Pouty, adjoint au Maire, lors du Conseil municipal du 21 juin 1932). Ils proposent alors un second projet appelé Groupe de l'Hermitage qui reçoit l'approbation du Conseil municipal : il s'agit de construire six bâtiments en éventail ouvert sur la Loire et sur le port, optimisant l'espace et l'orientation. Comme dans le 1er projet, les architectes distinguent deux types de logements, ordinaires et améliorés. Entre ces immeubles, des escaliers et des espaces verts mettent en scène les massifs rocheux du Sillon de Bretagne. Ces cinq ""cours"" prennent le nom de corsaires nantais : Jean de Crabosse, Julienne David, Commodore Guiné, Alexis Grassin, Chevalier Thiercelin. Le 5 février 1938, la 1ère tranche de 100 logements ordinaires est livrée, les 112 logements améliorés sont terminés en 1939. Durant la Seconde Guerre mondiale, deux détachements de mitrailleurs de l'armée allemande s'installent sur les terrasses des bâtiments B et D. Le 23 septembre 1943, une partie des immeubles est détruite par les bombardements américains. Ils sont reconstruits à l'identique et achevés en 1953. Une restauration des six immeubles est réalisée en 1988."
Patrimoine culturel;Architecture;Cité ouvrière Arthur Benoît, avenue Arthur-Benoît;;44000;NANTES;44109;47.20052866553979;-1.6017892214382088;47.20052866553979, -1.6017892214382088;;;;1er quart 20e siècle;"En 1905, la ""Société Nantaise Anonyme d'Habitations salubres et à bon marché"", représentée par le docteur Bertin et un groupe d'industriels chantenaysiens, acquiert des terres agricoles au Bois Hardy, quartier à l'extrémité ouest de Chantenay. Après concours, les architectes Louis Capelle et Gabriel Guchet sont choisis pour la construction des premiers logements individuels avec jardins de Chantenay : lotissement de 19 maisons jumelles s'organisant avec un système de voirie en boucle et pavillon du concierge l'entrée. Le programme précise qu'il « sera tenu compte non seulement de l'économie de la dépense et de la bonne disposition des habitations, mais aussi de la variété et de l'esthétique susceptible de donner à l'ensemble du groupe un aspect plus agréable et pittoresque. » Des industries, comme l'usine Kuhlmann ou la Raffinerie de Chantenay, possèdent des terrains dans cette cité et les maisons construites sont destinées à leurs employés. Des propriétaires individuels peuvent aussi accéder à ces habitations. En 1931, des travaux sont effectués : réfection des voies, installation de caniveaux, alimentation en eau potable, éclairage des rues, évacuation des eaux usées. L'architecte Gabriel Guchet est en charge de ces travaux. En mars 1932, les propriétaires se regroupent en association syndicale autorisée. La cité du Bois Hardy prend le nom de cité Arthur Benoît ; né en 1843, il est successivement officier de cuirassiers, Président du tribunal de Commerce de Nantes et Conseiller Municipal de Nantes en 1892 ; il est mort en 1923. Au cours des dernières décennies, les maisons sont modifiées. Des extensions et des rehaussements sont construits ainsi que des modifications d'ouvertures, qui altèrent la qualité architecturale initiale."
Activités culturelles;Lieux d'Art Contemporains;Collectif R;6 rue Sanlecque;44000;NANTES;44109;47.210723;-1.550605;47.210723, -1.550605;moriceau.lt@free.fr;06 80 61 10 81;;;
Patrimoine culturel;Architecture;Conserverie Amieux, 14 boulevard du Maréchal-Juin;;44000;NANTES;44109;47.19860347036948;-1.59579540261502;47.19860347036948, -1.59579540261502;;;;4e quart 19e siècle;"En 1856, Jean ""Maurice"" Amieux, originaire des Hautes-Alpes, commerçant de comestibles à Rennes, s'associe à un de ses beaux-frères et crée, à Nantes, la maison Amieux et Carraud. Ses enfants, Maurice et Émile, fondent la maison Amieux-Frères, rue Haudaudine (actuelle rue Gaston-Veil). En 1878, elle obtient une médaille d'or à l'exposition universelle de Paris. Vers 1884, les frères Amieux établissent à Chantenay, à la Saulzaie (actuelle rue Chevreul), une fabrique, composée d'une usine, de bureaux, d'une porterie et d'une remise (une cave des beurres et fabrication de moutarde sera également construite vers 1902). En 1885, la société compte alors en France six usines et 2000 salariés, avec une production de six millions de boîtes (sardines et légumes, principalement). Ils érigent également vers 1895, des magasins, route de Roche-Maurice (actuel boulevard du Maréchal Juin) à proximité des ressources maraîchères de la commune. La production annuelle de l'entreprise progresse très rapidement et atteint 12 millions de boîtes en 1899, date à laquelle elle compte 11 usines, de Périgueux à Douarnenez, et de Paris aux Sables-d'Olonne. Suite à la crise sardinière due à la concurrence de l'Espagne et du Portugal au début du XXe siècle, la société est reprise par Louis et son frère Maurice, fils de Maurice, qui relancent la production, avec, à Chantenay, l'agrandissement de l'usine de la rue Chevreul, en 1920. En 1913 puis 1921, la société étend la diversification de sa production à la confiturerie et à la chocolaterie. L'urbanisation et l'abandon des potagers pour l'alimentation familiale entraînent la consommation de produits alimentaires nouveaux, parmi lesquels les conserves. Mais, à partir de 1930, les techniques de réfrigération et de congélation, concurrençant fortement l'appertisation, contribuent à en diminuer la consommation. Après avoir fermé ses usines de Douarnenez, des Sables-d´Olonne et d´Étel entre 1952 et 1962, la société Amieux bénéficie d'aides publiques aux entreprises. Elle est rachetée par la CANA (Coopérative Agricole La Noëlle-Ancenis) en 1969, qui ferme l'ensemble de ses conserveries en 1973. La marque est revendue à Buitoni, les bâtiments vendus à la Ville de Nantes en 1979.Activité de l'entreprise Amieux à Chantenay :Vers 1850, la main-d'œuvre est principalement issue des usines de conserves bretonnes des petits ports bretons. En 1883, l'usine Amieux, dite de la Saulzaie (rue Chevreul), compte de 15 à 27 ouvriers, dont des femmes et filles, employées au travail des petits pois, notamment à l'écossage manuel qui devient ensuite mécanique. À l´époque des poissons et des légumes verts, les heures ne sont plus limitées. Les salaires journaliers des hommes sont de 3 francs, ceux des femmes de 1,5 franc. L'usine de Chantenay, dite de ""Chantenay-lès-Nantes"" sur les papiers à en-tête de la société, produit surtout des conserves de légumes : petits pois, haricots verts, fruits au vinaigre, salaisons, viandes, sardines, moutarde, saumon, boîtes bébé. L'emboîtage et le sertissage, qui remplace à partir des années 1920 le soudage à la main, sont réalisés au sein de l'usine Amieux, qui, d'une part, produit ses boîtes, et, d'autre part, fait appel à la société Carnaud, voisine chantenaysienne. Politique sociale et culturelle de l'entreprise :Jean ""Maurice"" Étienne Amieux s'investit dans la vie politique de Chantenay comme conseiller municipal à la fin du XIXe siècle. La famille possède une maison aux Alouettes puis des immeubles d'habitation 32 et 42 rue Chevreul, dont elle cède les terrains à la Ville qui les détruit dans les années 1940-1950 en vue de l'élargissement de la rue. Membre du parti radical de Chantenay, Maurice Amieux s´oppose à l'annexion de Chantenay par Nantes en 1908. Pendant la Grande Guerre, il renonce aux bénéfices importants créés par les fournitures au ministère de la Guerre et aux comités d'assistance aux prisonniers de guerre au profit d'œuvres de bienfaisance. En 1915, il crée ""La Sauvegarde"", caisse de secours et de prévoyance, pour son personnel féminin. À sa mort, en 1919, le journal ""Le populaire"" précise que ""par les œuvres philanthropiques qu'il créa, l'emploi de l'hygiène sociale appliquée sous toutes ses formes, son dévouement à la cause de l'antialcoolisme, il avait su s'acquérir des droits à la reconnaissance de la classe ouvrière"". En 1917, son fils, Louis, continue ses œuvres sociales et met en place une garderie scolaire pour les enfants des ouvriers de son usine, des écoles communales et des écoles libres du quartier, dans le parc de La Chaumière (actuelle rue Andrien Langlois, à Chantenay). En 1923, les frères Amieux rachètent l'usine Colin, aux Salorges, et y fondent un ""musée technique et rétrospectif de la conserve"" devenu Musée des Salorges. Ce bâtiment est détruit lors des bombardements alliés de 1943. C'est aujourd'hui le Musée du Château des Ducs de Bretagne qui accueille le fonds du musée des Salorges."
