Nom de l'offre touristique;Type de l'offre;Adresse partie 2;Code postal;Nom de la commune;Code Insee de la Commune;Latitude;Longitude;localisation;email;N° de téléphone mobile;Url du site web;information 1;information 2
CHAMBRES D'HÔTES LA RAMONIÈRE;Chambres d'hôtes;81 La Ramonière;44521;OUDON;44115;47.356829;-1.314019;47.356829, -1.314019;;;;Maison Animal admis  Parc/jardin,WiFi;Entrée indépendante,Parking,Plain Pied,Sanitaires privés,Terrain clos,Terrasse / Balcon,Toilettes séparées Lave linge,Sèche linge,Micro ondes Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)
GÎTES DE LA PAPINIÈRE;Meublés;;44440;PANNECE;44118;47.4749829;-1.2444649;47.4749829, -1.2444649;;06 10 53 12 60;;Maison Animal non accepté  Climatisation,Parc/jardin,Piscine;Entrée indépendante,Jardin indépendant,Parking,Sanitaires privés,Terrain clos,Terrasse / Balcon,Toilettes séparées Cheminée,Equipement bébé,Lave linge,Lave vaisselle,Micro ondes Non classé Location de draps,Option nettoyage
APPARTEMENT T2 MEUBLÉ DE MONSIEUR BASTET N°2;Meublés;22 rue de la Trinité;44600;SAINT-NAZAIRE;44184;47.2720352;-2.2141202;47.2720352, -2.2141202;;06 49 63 93 56;;Appartement Animal non accepté  WiFi;Entrée indépendante,Local vélo,Plain Pied,Sanitaires privés,Terrasse / Balcon Lave linge,Micro ondes Non classé Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage
RÉSIDENCE ALIZÉ;Meublés;14 rue Adrien Pichon - Saint-Marc sur mer;44600;SAINT-NAZAIRE;44184;47.2393087;-2.2808647;47.2393087, -2.2808647;;;;Appartement Animal non accepté  ;Entrée indépendante,Garage,Terrasse / Balcon,Toilettes séparées Equipement bébé,Lave linge,Sèche linge,Micro ondes  Fourniture de draps (gratuit)
MEUBLÉ DE MME ET MR DELALANDE;Meublés;8 Route de Kerméans;44117;SAINT-ANDRE-DES-EAUX;44151;47.32354;-2.31795;47.32354, -2.31795;;06 52 41 71 36;;Appartement Animal admis  WiFi;Jardin indépendant,Parking Lave linge,Micro ondes Non classé 
LE PETIT PORT;Meublés;7 avenue de la Vieille Ville;44600;SAINT-NAZAIRE;44184;47.2724447;-2.2002211;47.2724447, -2.2002211;;06 74 56 87 78;;Appartement Animal non accepté  ;Entrée indépendante,Garage Sèche linge,Micro ondes Non classé Location de draps,Location de linge,Option nettoyage
Rêve de Mer et de Marais Salants;Meublés;;44740;BATZ-SUR-MER;44010;47.277038;-2.480392;47.277038, -2.480392;;;;Appartement Animal non accepté  ;Plain Pied,Terrain clos Lave linge,Micro ondes 3 étoiles Fourniture de draps (gratuit),Fourniture de linge (gratuit)
Appartement 6 personnes - M. LENEN;Meublés;12 rue du Clos Pont Ville;44420;PIRIAC-SUR-MER;44125;47.379696;-2.546722;47.379696, -2.546722;;;;Appartement   ;   
PRIMOSE;Meublés;;44460;AVESSAC;44007;47.653187;-1.990525;47.653187, -1.990525;;;;   ;   
LA GRANGE VUE SUR LA VILAINE;Meublés;;44290;MASSERAC;44092;47.672198;-1.914728;47.672198, -1.914728;;;;   ;   
GÎTE LE MAÉMY;Meublés;;44370;LOIREAUXENCE;44213;47.40173;-1.03567;47.40173, -1.03567;;07 50 87 98 52;;   ;   
CHAMBRE D'HÔTES LE DOMAINE D'ÉLISSOIS;Chambres d'hôtes;;44460;SAINT-NICOLAS-DE-REDON;44185;47.64207;-2.06765;47.64207, -2.06765;;06 59 42 91 82;; Animal non accepté  Parc/jardin;Parking,Plain Pied,Terrasse / Balcon Micro ondes  
LE LIT SUR LA LOIRE;Meublés;;44360;SAINT-ETIENNE-DE-MONTLUC;44158;47.2883084;-1.7908124;47.2883084, -1.7908124;;06 32 62 57 79;www.moulindechaugenets.fr;   Parc/jardin,WiFi;Entrée indépendante,Parking,Sanitaires privés Equipement bébé,Lave linge,Micro ondes  Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit),Tables d'hôtes
Le sanctuaire;Chambres d'hôtes;1 rue du Clos;44780;MISSILLAC;44098;47.50788;-2.15226;47.50788, -2.15226;;;http://sanctuaire44@gmail.com;Maison Animal non accepté  WiFi;Entrée indépendante,Parking,Sanitaires privés,Terrasse / Balcon Equipement bébé  
La Cathédrale de sel - Appartement - Mme Soria;Meublés;1 rue du Croisic;44740;BATZ-SUR-MER;44010;47.27881;-2.4799;47.27881, -2.4799;;;https://gitelessalinsdebatzsurmer.com;Appartement Animal non accepté  ;Local vélo,Parking Lave linge,Lave vaisselle 2 étoiles Fourniture de draps (gratuit),Fourniture de linge (gratuit)
Belle de Dune;Chambres d'hôtes;13 avenue de Chambord;44500;LA BAULE-ESCOUBLAC;44055;47.285;-2.37932;47.285, -2.37932;;06 07 11 81 08;;Maison   Espace bien-être,WiFi;Parking,Plain Pied,Sanitaires privés,Terrasse / Balcon   Location/prêt de vélo
L'Embellie;Chambres d'hôtes;15 route du Meunier;44500;LA BAULE-ESCOUBLAC;44055;47.29529;-2.36708;47.29529, -2.36708;;07 70 85 91 84;;Maison Animal non accepté  WiFi;Entrée indépendante,Parking,Plain Pied,Sanitaires privés,Terrasse / Balcon Equipement bébé  Location/prêt de vélo
MAISON D'HÔTES MANOIR DE GHAISNE;Chambres d'hôtes;15 Rue du Presbytère;44540;VALLONS-DE-L'ERDRE;44180;47.5494;-1.1227;47.5494, -1.1227;;06 73 09 81 20;https://www.manoirdeghaisne.com/;Châteaux et demeures de prestige Animal non accepté  Parc/jardin,WiFi;Sanitaires privés Cheminée  
Location de vacances - Appartement 4 personnes - M. et Mme Blackford;Meublés;18 Rue du Mané;44420;PIRIAC-SUR-MER;44125;47.37667;-2.55003;47.37667, -2.55003;;06 88 72 88 38;;Appartement Animal non accepté  ;Parking,Plain Pied,Terrain clos,Toilettes séparées Equipement bébé,Lave linge,Lave vaisselle,Micro ondes 3 étoiles Location de draps,Location de linge
Busseau;Chambres d'hôtes;2 avenue des Mabons;44490;LE CROISIC;44049;47.28981;-2.52419;47.28981, -2.52419;;06 84 90 44 87;;Maison Animal non accepté  ;Parking,Plain Pied,Terrasse / Balcon   
Appartement Fleur de sel 6 personnes - Mme Suinat;Meublés;2 Impasse du rocher de la Madeleine;44740;BATZ-SUR-MER;44010;47.2733;-2.48092;47.2733, -2.48092;;;http://www.kerjeannick.com;Appartement   ;Parking,Toilettes séparées Equipement bébé,Lave linge,Lave vaisselle,Micro ondes 2 étoiles Location de draps
2 LA CHARLETTE;Chambres d'hôtes;2 la Charlette;44320;SAINT-PERE-EN-RETZ;44187;47.24976;-2.05272;47.24976, -2.05272;;;;Maison   WiFi;Entrée indépendante,Parking,Lave vaisselle Equipement bébé,Lave vaisselle 3 étoiles Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo
Maison du lac;Meublés;2 Vioreau;44440;JOUE-SUR-ERDRE;44077;47.529549;-1.438077;47.529549, -1.438077;;33675204913;;Maison Animal admis  WiFi;Jardin indépendant,Parking,Terrain clos,Terrasse / Balcon Cheminée,Equipement bébé,Lave linge,Micro ondes 2 étoiles Location de draps,Location de linge
BrAd en Brière, chambres d'hôtes en Chaumière;Chambres d'hôtes;204 Le Crugo;44410;SAINT-LYPHARD;44175;47.36678;-2.34184;47.36678, -2.34184;;;; Animal non accepté  WiFi;Parking,Sanitaires privés   Tables d'hôtes
Location de vacances - Appartement 2/3 personnes - Mme BOURSE;Meublés;23 rue du Meny;44350;GUERANDE;44069;47.33153;-2.42167;47.33153, -2.42167;;06 02 27 40 64;;Appartement Animal non accepté  ;Jardin indépendant,Local vélo,Parking,Terrain clos,Terrasse / Balcon Equipement bébé,Lave linge,Micro ondes 2 étoiles Location de draps,Location de linge
Location de vacances - Maison 9 personnes - M. Neuveglise;Meublés;279 rue de Kerro;44420;MESQUER;44097;47.39417;-2.49633;47.39417, -2.49633;;06 31 82 62 95;;Maison Animal admis  ;Jardin indépendant,Local vélo,Parking,Plain Pied,Terrain clos,Toilettes séparées Equipement bébé,Lave linge,Lave vaisselle,Micro ondes 2 étoiles Location de draps,Location de linge
CHAMBRES D'HÔTES QUAI SAINT-PAUL;Chambres d'hôtes;28 Rue des Quais;44150;ANCENIS-SAINT-GEREON;44003;47.365337;-1.175532;47.365337, -1.175532;;06 08 58 30 64;;Appartement Animal admis  Climatisation,WiFi;Entrée indépendante,Local vélo,Parking   
Gîte du Rohain;Meublés;327 Le Brunet;44410;SAINT-LYPHARD;44175;47.36653;-2.33803;47.36653, -2.33803;;07 86 33 55 33;;Maison Animal non accepté  ;Parking Lave linge,Lave vaisselle 2 étoiles Fourniture de draps (gratuit),Fourniture de linge (gratuit)
Le Bretagne;Chambres d'hôtes;33 Rue du Mès;44410;ASSERAC;44006;47.41511;-2.40016;47.41511, -2.40016;;;http://lebretagne.net/;Maison Animal non accepté  WiFi;Entrée indépendante,Parking,Sanitaires privés,Terrasse / Balcon Equipement bébé  
CHAMBRES DU CLOS DU BOIS;Meublés;4 Allée du Clos du Bois;44110;CHATEAUBRIANT;44036;47.70699;-1.3821;47.70699, -1.3821;;06 89 62 69 37;;Maison   Parc/jardin,WiFi; Micro ondes Non classé 
FLEUR DE SEL;Chambres d'hôtes;4 Avenue de Vila;44250;SAINT-BREVIN-LES-PINS;44154;47.25859;-2.16966;47.25859, -2.16966;;06 47 53 17 11;https://fleurdesel-stbrevin.wixsite.com/home;Maison   WiFi;Parking Lave linge,Sèche linge,Micro ondes  
Maison 6 personnes - M Guenard;Meublés;4, allée des Pins;44420;PIRIAC-SUR-MER;44125;47.37795;-2.53121;47.37795, -2.53121;;06 18 02 80 34;;Maison   ;  3 étoiles 
Ecureuil 2;Meublés;45 La Sencie;44480;DONGES;44052;47.341782;-2.0842;47.341782, -2.0842;;33617569793;; Animal non accepté  WiFi;Terrasse / Balcon Lave linge,Micro ondes  Location de draps
Chambre d'hôtes L'Ecrin de l'Océan;Chambres d'hôtes;5 Allée de Roch Loued;44510;LE POULIGUEN;44135;47.26019;-2.42985;47.26019, -2.42985;;06 73 08 45 59;https://ecrinpouliguen.fr;Maison Animal non accepté  WiFi;Parking,Plain Pied,Sanitaires privés,Terrasse / Balcon Equipement bébé  Location/prêt de vélo
Location de vacances - Maison 4 personnes - Mme Giraud;Meublés;6 Quai de Verdun;44420;PIRIAC-SUR-MER;44125;47.38061;-2.54417;47.38061, -2.54417;;;;Maison Animal non accepté  ;Plain Pied,Terrain clos,Terrasse / Balcon,Toilettes séparées Equipement bébé,Lave linge,Lave vaisselle,Micro ondes  
CHAMBRE D'HÔTES LA REGRIPPIÈRE;Chambres d'hôtes;66 rue du Vignoble;44330;LA REGRIPPIERE;44140;47.175173;-1.175766;47.175173, -1.175766;;;;Maison Animal non accepté  Parc/jardin,Piscine;Jardin indépendant,Parking,Plain Pied,Terrain clos,Terrasse / Balcon,Toilettes séparées Equipement bébé Non classé Fourniture de draps (gratuit)
PETIT GÎTE DES TROIS CHEMINS;Meublés;7 Lieu-dit Les Trois Chemins;44390;SAFFRE;44149;47.4844112;-1.5369797;47.4844112, -1.5369797;;07 87 96 48 94;https://petit-gite-des-trois-chemins.jimdosite.com/;Maison   Parc/jardin,WiFi;Entrée indépendante,Local vélo,Parking,Plain Pied,Sanitaires privés,Terrain clos,Toilettes séparées Equipement bébé,Micro ondes 3 étoiles Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage (gratuit)
CHALETS ISSÉ HOME;Meublés;8 bis rue du Clos Prêtre;44520;ISSE;44075;47.6183365;-1.4488659;47.6183365, -1.4488659;;;;Chalet   WiFi;Parking   
GÎTE LA RUINE DU JARDIN;Meublés;8 Le Merlet;44260;MALVILLE;44089;47.3128798;-1.8659538;47.3128798, -1.8659538;;06 07 94 48 57;;Maison   WiFi;Entrée indépendante,Parking Equipement bébé,Sèche linge  
GÎTE BAROQUE CHAIS DE L'EPINAY;Meublés;Chais de l'Epinay;44140;LE BIGNON;44014;47.10975;-1.52314;47.10975, -1.52314;;;www.chaisdelepinay.com; Animal admis  Parc/jardin,WiFi;Entrée indépendante,Sanitaires privés,Toilettes séparées Micro ondes Non classé 
DOMAINE DU CHALONGE GÎTE LES PINS;Meublés;Chalonge;44810;HERIC;44073;47.4017957;-1.5857337;47.4017957, -1.5857337;;;http://www.lechalonge.com;Maison   WiFi;Jardin indépendant,Terrain clos,Terrasse / Balcon Lave vaisselle,Micro ondes  Fourniture de draps (gratuit),Fourniture de linge (gratuit)
Le Château de Coëtcaret;Chambres d'hôtes;Coëtcaret;44410;HERBIGNAC;44072;47.41753;-2.3034;47.41753, -2.3034;;;http://chateaudecoetcaret.com/;Appartement,Châteaux et demeures de prestige Animal non accepté  WiFi;Parking,Sanitaires privés Equipement bébé  
COCO-SWEET;Locatif sur camping;impasse de l’Ile Mouchet;44150;ANCENIS-SAINT-GEREON;44003;47.3627773;-1.1872122;47.3627773, -1.1872122;;06 62 54 24 73;;Hébergement léger pour l'itinérance   Piscine,WiFi; Micro ondes 3 étoiles Location de draps,Location/prêt de vélo
HÉBERGEMENTS LÉGERS AU MANOIR DE L'ESPÉRANCE;Locatif sur camping;L'Espérance;44560;CORSEPT;44046;47.2772573;-2.0774183;47.2772573, -2.0774183;;;https://www.manoirdelesperance.fr;Hébergement léger pour l'itinérance Animal admis  Parc/jardin,Piscine couverte;   Tables d'hôtes
A L'OMBRE DES TILLEULS;Meublés;La Daviais;44110;SAINT-AUBIN-DES-CHATEAUX;44153;47.70067;-1.46629;47.70067, -1.46629;;06 70 18 50 45;;Maison   WiFi;Entrée indépendante,Parking,Plain Pied,Sanitaires privés,Terrasse / Balcon Micro ondes Non classé 
LA GARENNE;Meublés;La Garenne;44290;CONQUEREUIL;44044;47.6205311;-1.7345626;47.6205311, -1.7345626;;672588671;; Animal non accepté  ;   
LA MAILLÈRE - GITE CARAÏBES;Meublés;La Maillère;44240;SUCE-SUR-ERDRE;44201;47.3470079;-1.5599792;47.3470079, -1.5599792;;;;Maison Animal non accepté  Parc/jardin,WiFi;Entrée indépendante,Parking,Sanitaires privés,Toilettes séparées Cheminée,Lave vaisselle,Micro ondes Non classé Location de draps,Location de linge,Option nettoyage
CHAMBRE D'HÔTES CHEZ ERIKA ET NICOLAS;Chambres d'hôtes;Le Jarrier d'Ancenis;44150;VAIR-SUR-LOIRE;44163;47.378694;-1.1505475;47.378694, -1.1505475;;06 50 94 40 10;;Appartement   WiFi;   
GÎTE DE LA HAUTE RUE;Meublés;Lieu-dit La Haute Rue;44650;TOUVOIS;44206;46.93685;-1.67965;46.93685, -1.67965;;;https://gite-de-la-haute-rue.business.site;Maison Animal non accepté  Climatisation,Parc/jardin,WiFi;Entrée indépendante,Local vélo,Parking,Plain Pied,Sanitaires privés,Terrain clos Equipement bébé Non classé 
BULLE DE MALICE;Hébergement insolite;Lieu-dit Villeneuve;44520;GRAND-AUVERNE;44065;47.56659;-1.30281;47.56659, -1.30281;;06 21 72 05 41;https://villavilleneuve.mystrikingly.com;   Piscine;   
HÉBERGEMENTS LÉGERS AU CAMPING LE MIGRON;Locatif sur camping;Square de la Chaussée;44320;FROSSAY;44061;47.2577387;-1.9138757;47.2577387, -1.9138757;;06 21 60 00 62;https://campingdumigron.wixsite.com/campingdumigron;Hébergement léger pour l'itinérance Animal admis  Parc/jardin;  Non classé 
Appartement 3 personnes * - Fenêtre sur Mer;Meublés;Fenêtre sur Mer;44380;PORNICHET;44132;47.2676;-2.34773;47.2676, -2.34773;;06 72 42 08 19;http://fenetre-sur-mer.fr;Appartement Animal non accepté  WiFi; Equipement bébé,Micro ondes 1 étoile Fourniture de draps (gratuit),Fourniture de linge (gratuit)
Appartement 3 personnes * - Fenêtre sur Mer;Meublés;Fenêtre sur Mer;44380;PORNICHET;44132;47.26759;-2.34746;47.26759, -2.34746;;06 72 42 08 19;http://fenetre-sur-mer.fr;Appartement Animal non accepté  WiFi; Equipement bébé,Micro ondes 1 étoile Fourniture de draps (gratuit),Fourniture de linge (gratuit)
CHAMBRE LA SOUE;Chambres d'hôtes;5 lieu-dit Bel Air;44390;CASSON;44027;47.3971347;-1.5386681;47.3971347, -1.5386681;;07 83 20 75 64;https://www.domaine-du-belair.fr;Maison Animal admis  Parc/jardin,Piscine;Entrée indépendante,Jardin indépendant,Local vélo,Parking,Plain Pied,Sanitaires privés,Terrain clos Equipement bébé 1 étoile Fourniture de draps (gratuit),Fourniture de linge (gratuit)
GITE DU COUCHER DU SOLEIL;Meublés;;44630;PLESSE;44128;47.58517;-1.85676;47.58517, -1.85676;;;; Animal non accepté  ;   
CHAMBRE D'HÔTES LA CABANE DE MARIE;Hébergement insolite;;44540;Vallons de l'Erdre;44180;47.5407168;-1.2200132;47.5407168, -1.2200132;;06 31 42 84 56;http://www.brindechevrette.com;Cabane Animal non accepté  Parc/jardin;Jardin indépendant,Parking,Sanitaires privés,Terrasse / Balcon  Non classé Fourniture de draps (gratuit)
GITE LE NICHOIR;Meublés;8 Besson;44310;SAINT-COLOMBAN;44155;47.03257;-1.58467;47.03257, -1.58467;;;https://www.gite-lenichoir.fr/;Maison Animal non accepté  Parc/jardin,WiFi;Entrée indépendante,Jardin indépendant,Parking,Plain Pied,Sanitaires privés,Terrain clos,Toilettes séparées Cheminée,Equipement bébé,Lave linge,Lave vaisselle,Micro ondes 2 étoiles Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Option nettoyage
BIVOUACS SUR PILOTIS AU CAMPING ECO LOIRE;Locatif sur camping;Île Batailleuse;49410;MAUGES-SUR-LOIRE;49244;47.370118;-0.99884;47.370118, -0.99884;;;https://naxiresa.inaxel.com/etape1-criteres.php?compte=ecoloire44;Hébergement léger pour l'itinérance Animal non accepté  Piscine,WiFi;Parking  2 étoiles Location de draps
PÊCHERIE PERCHÉE MANOIR DE L'ESPERANCE;Hébergement insolite;L'Espérance;44560;CORSEPT;44046;47.2772573;-2.0774183;47.2772573, -2.0774183;;06 19 26 75 80;http://www.manoirdelesperance.fr/;Cabane,Hébergement léger pour l'itinérance Animal admis  Parc/jardin,WiFi;Entrée indépendante,Parking,Terrain clos,Terrasse / Balcon,Toilettes séparées   Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage (gratuit),Tables d'hôtes
LOCATION T1 CŒUR DE VILLE;Meublés;11 rue du Port;44210;PORNIC;44131;47.1131956;-2.100824;47.1131956, -2.100824;;06 58 85 74 65;; Animal non accepté  ; Micro ondes Non classé 
MEUBLÉ DE M. GOURET;Meublés;14 rue Henri Barbusse;44600;SAINT-NAZAIRE;44184;47.2767795;-2.2214066;47.2767795, -2.2214066;;;;Appartement Animal admis  ; Equipement bébé,Lave linge,Lave vaisselle,Micro ondes Non classé 
GITE DU FOUR A PAIN;Meublés;Lieu-dit La Baubatière;44270;PAULX;44119;46.98126;-1.74192;46.98126, -1.74192;;;;Maison Animal admis SP accessible Parc/jardin;Garage,Jardin indépendant,Plain Pied,Terrain clos,Terrasse / Balcon Equipement bébé,Lave linge,Sèche linge,Lave vaisselle,Micro ondes Non classé 
CHAMBRE D'HÔTES L'ATELIER 88;Chambres d'hôtes;1 rue du lavoir;44640;ROUANS;44145;47.1964769;-1.8304915;47.1964769, -1.8304915;;06 64 83 61 42;http://latelier88.fr; Animal admis  Parc/jardin;Jardin indépendant,Parking,Terrain clos  Non classé 
GITE L'ETAPE BLEUE N°10 BEL AIR;Meublés;10 Bel air;44170;MARSAC-SUR-DON;44091;47.5844494;-1.6945398;47.5844494, -1.6945398;;06 85 33 89 50;;Maison Animal admis  Parc/jardin;Jardin indépendant,Parking,Plain Pied Lave linge,Lave vaisselle,Micro ondes 1 étoile 
CHAMBRES D'HOTES DOMAINE DE LA MAZURE;Chambres d'hôtes;2, La Mazure;44450;DIVATTE-SUR-LOIRE;44029;47.2877078;-1.3414922;47.2877078, -1.3414922;;07 82 10 23 00;http://www.lamazure.fr/;Châteaux et demeures de prestige Animal non accepté  Espace bien-être,Parc/jardin,Plan d'eau,WiFi;Parking,Sanitaires privés,Terrain clos,Toilettes séparées  Non classé Fourniture de draps (gratuit),Nettoyage (gratuit),Tables d'hôtes
GÎTE DU PORT;Meublés;166 Rue de la Lavanderie;44521;OUDON;44115;47.3444337;-1.2895707;47.3444337, -1.2895707;;07 83 08 34 15;;Appartement   WiFi;Entrée indépendante,Plain Pied,Sanitaires privés Micro ondes En cours de classement Location de draps
LOIRE;Meublés;21 rue J.B. Vigier, 44400 REZE;44400;REZE;44143;47.1903637;-1.5445052;47.1903637, -1.5445052;;;http://www.residspa.com;Maison Animal admis  Espace bien-être,Parc/jardin,Piscine,Piscine couverte,WiFi;Entrée indépendante,Jardin indépendant,Parking,Sanitaires privés,Terrain clos,Terrasse / Balcon,Toilettes séparées Lave linge,Sèche linge,Lave vaisselle,Micro ondes  Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Option nettoyage,Nettoyage (gratuit)
Liloire;Meublés;271 rue de la Basse Meilleraie;44370;LOIREAUXENCE;44213;47.371346;-1.025898;47.371346, -1.025898;;33685053016;; Animal non accepté  WiFi;Jardin indépendant,Parking,Terrain clos,Terrasse / Balcon Equipement bébé,Lave linge,Lave vaisselle,Micro ondes 3 étoiles Location de draps,Location de linge
GITE RENAUD CLAUDINE;Meublés;5 La Gaillardière;44650;LEGE;44081;46.910231;-1.573467;46.910231, -1.573467;;;; Animal non accepté  ;Jardin indépendant,Parking,Terrasse / Balcon  2 étoiles 
GITE AU PARADIS DES 4 SAISONS;Meublés;La Tournerie;44810;HERIC;44073;47.3987914;-1.5804709;47.3987914, -1.5804709;;06 34 43 45 58;https://www.auparadisdes4saisons.fr;Maison Animal admis  Parc/jardin,Piscine,Piscine couverte,Plan d'eau,WiFi;Jardin indépendant,Parking,Sanitaires privés,Terrasse / Balcon,Toilettes séparées Equipement bébé,Lave linge,Lave vaisselle,Micro ondes 2 étoiles Fourniture de draps (gratuit),Location/prêt de vélo,Option nettoyage
